105413461,105413524,105413545,105413551,105413554,12040802,12040852
105413491,105413524,105413545,105413551,105413554,12040806,12040887
105413495,105413524,105413545,105413551,105413554,12040811,12040891
105413273,105413578,105413885,105414155,105413739,12040838,12040892
105413290,105413586,105413905,105414166,105413769,12040848,12006272
105413335,105413700,105414085,105414127,105414123,12040848,12006272
105413335,105413700,105414085,105414127,105414123,12006184,12006372
105413375,105413558,105413566,105413806,105413813,12006202,12006426
105413380,105413524,105413545,105413551,105413554,12006228,12006439
105413387,105413524,105413545,105413551,105413554,12006232,12040794
105413461,105413524,105413545,105413551,105413554,12040802,12040852
105413491,105413524,105413545,105413551,105413554,12040806,12040887
105413495,105413524,105413545,105413551,105413554,12040811,12040891
105413273,105413578,105413885,105414155,105413739,12040838,12040892
105413290,105413586,105413905,105414166,105413769,12040848,12006272
105413335,105413700,105414085,105414127,105414123,12040848,12006272
105413335,105413700,105414085,105414127,105414123,12006184,12006372
105413375,105413558,105413566,105413806,105413813,12006202,12006426
105413380,105413524,105413545,105413551,105413554,12006228,12006439
105413387,105413524,105413545,105413551,105413554,12006232,12040794
105413461,105413524,105413545,105413551,105413554,12040802,12040852
105413491,105413524,105413545,105413551,105413554,12040806,12040887
105413495,105413524,105413545,105413551,105413554,12040811,12040891
105413273,105413578,105413885,105414155,105413739,12040838,12040892
105413290,105413586,105413905,105414166,105413769,12040848,12006272
105413335,105413700,105414085,105414127,105414123,12040848,12006272
105413335,105413700,105414085,105414127,105414123,12006184,12006372
105413375,105413558,105413566,105413806,105413813,12006202,12006426
105413380,105413524,105413545,105413551,105413554,12006228,12006439
105413387,105413524,105413545,105413551,105413554,12006232,12040794
105413461,105413524,105413545,105413551,105413554,12040802,12040852
105413491,105413524,105413545,105413551,105413554,12040806,12040887
105413495,105413524,105413545,105413551,105413554,12040811,12040891
105413273,105413578,105413885,105414155,105413739,12040838,12040892
105413290,105413586,105413905,105414166,105413769,12040848,12006272
105413335,105413700,105414085,105414127,105414123,12040848,12006272
